name	region	url
10th Planet Poway Jiu Jitsu	CA	https://www.10thplanetpoway.com/
10th Planet Redland	CA	https://10thplanetjiujitsuredlands.com/
10th Planet Richmond	BC	https://www.10thplanetrichmond.ca
10th Planet Sacramento	CA	https://www.10psac.com
10th Planet San Antonio Huebner Oaks	TX	https://www.10psanantonio.com/
10th Planet San Diego	CA	https://10thplanetsandiego.com
10th Planet Santa Barbara	CA	https://www.10thplanetsantabarbara.com/
10th Planet South Bay (Chula Vista CA)	CA	https://10thplanetsouthbay.com/
10th Planet Thousand Oaks	CA	https://www.10thplanetthousandoaks.com/
10th Planet Torrance	CA	https://10ptorrance.com/
10th Planet Whittier	CA	https://www.join10pwhittier.com/
12th Street Jiu-Jitsu	AZ	https://12stjiujitsu.com/
144 Academy Jiu Jitsu/Self-Defense/Fitness	TX	https://144academy.com/
360 BJJ	TX	https://360bjj.com/
360 Defense Martial Arts (Macarra BJJ Affiliated Academy)	CT	https://www.360defensemartialarts.com/
374 MMA	NS	https://374mma.com
4S Brazilian Jiu Jitsu / Jiu-Jitsu San Diego CA 92127	CA	https://4sbjj.com/
5 Elements Studio- Jiu-Jitsu & Fitness	TX	https://5elementsstudio.com/
501 BJJ & Kickboxing	AR	https://501bjj.com
66 JIU-JITSU	AZ	https://www.66jiu-jitsu.com/
662 JiuJitsu	MS	https://www.jiujitsuoxford.com
760 Jiu-Jitsu / BJJ Oceanside CA 92057	CA	https://760jiujitsu.com/
7th Generation Jiu Jitsu	CA	https://www.7thgenerationbjj.com/
88 BJJ	ON	https://eighteightbjj.com
905 Brazilian Jiujitsu	ON	https://905brazilianjiujitsu.com
9th Isle BJJ Inc	NV	https://www.9thislebjj.com
A-Force BJJ Academy	NY	https://www.aforcebjj.com
AACE Martial Arts Academy	ON	https://aacemartialartsacademy.com
ABUNAI MMA	AZ	https://abunaimma.com/
ADG Jiu-Jitsu	TN	https://adgjiujitsu.com
AK-49 Martial Arts	AK	https://www.ak49martialarts.com/
ALLIANCE JIU JITSU	AL	https://alliancehuntsville.com/
AM3R - Arts Martiaux Trois-Rivières	QC	https://www.am3r.ca
AMA Dojo	ON	https://amadojo.ca
AMA Fight Club	NJ	https://www.joinamafightclub.com/
AMP BJJ Baton Rouge	LA	https://ampbjj.com/about-amp-bjj/amp-bjj-baton-rouge/
APEX MMA	ON	https://apexmma.ca
Abhaya Martial Arts Academy	NS	https://www.abhaya.ca/windsor
Abhaya Mixed Martial Arts	NS	https://abhaya.ca
Abmar Barbosa JJ Academy	VA	https://www.abmarbjjacademy.com
Absolute Fight Factory	MT	https://www.absolutefightfactory.com
Absolute Jiu-Jitsu Academy Bristol	TN	https://absolutejj.com
Absolute MMA	UT	https://absolutemma.com
Academy Jiu Jitsu	NM	https://academyjiujitsu.net
Academy Jiu-Jitsu and Kickboxing / Headquarters	CA	https://www.academyjj.com/
Academy of Combat Arts	ND	https://fmaca.com
Acadia Brazilian Jiu-Jitsu	ME	https://acadiabjj.com
Académie Athéna	QC	https://www.athenabjj.com
Académie Connexion	QC	https://academieconnexion.com
Académie Frontenac	QC	https://www.academiefrontenac.com
Académie Impak	QC	https://impakmma.com
Académie JiuManji	QC	https://academiejiumanji.com
Académie SGS	QC	https://academiesgs.com
Aces Jiu Jitsu Club	TX	https://www.acesjiujitsuclub.com/
Action & Reaction MMA Pickering	ON	https://actionreactionmma.com
Adamas Brazilian Jiu Jitsu Academy	OH	https://adamasjiujitsutoledo.com/
Adapt Jiu-Jitsu	UT	https://adaptbjj.com
Advanced Martial Arts	NJ	https://advancedbjjnj.com/
Advantage Jiu Jitsu	BC	https://www.advantagejiujitsu.ca
Adventure BJJ & Sambo	OH	https://adventuremma.com/bjj
Affinity Academy Nolan Hill	AB	https://affinityacademy.ca
Affinity Academy Varsity	AB	https://affinityacademy.ca
Agema Jiu Jitsu and MMA	UT	https://agemagym.com
Aiken Jiu-Jitsu	SC	http://www.aikenjiu-jitsu.com
Airdrie Martial Arts Centre	AB	https://airdriemartialartscentre.ca
Alavanca	AB	https://www.alavanca.ca
Alcateia Brazilian Jiu Jitsu	ON	https://alcateiabjj.com
Alex Martins Brazilian Jiu Jitsu	TX	https://alexmartinsbrazilianjiujitsu.com
Alexander Jiu-Jitsu	OK	https://alexanderjj.com/
Alexandre Garcia Brazilian Jiu-Jitsu	NV	https://www.agjiujitsu.com
Alexey Pickerell BJJ	ME	https://alexeybjj.com
